user,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
21969,30.0,na,547.0,0,0,1,0,0,136,0,0,16,1,1,1,1,0,0,Weekly,0,0,0,0,Capricorn,1,0,26.0,0.87,0
64014,55.0,na,,0,0,0,0,0,8,0,0,1,1,1,1,1,0,2,Monthly,0,0,0,0,Cancer,0,0,,0.0,1
54680,19.0,R,,3,1,5,3,0,11,0,0,5,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,3.0,0.75,1
67520,56.0,na,591.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,1,,0.0,0
58913,32.0,R,398.0,0,0,6,0,0,0,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,2.0,0.06999999999999999,0
3268,24.0,O,532.0,8,0,189,8,0,295,0,0,35,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,65.0,2.17,1
2787,34.0,O,517.0,1,0,79,1,0,211,0,0,17,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,1,0,30.0,1.0,0
48611,42.0,R,436.0,0,0,17,0,0,20,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,29.0,0.97,0
44015,46.0,O,472.0,2,0,31,2,0,49,0,0,7,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,17.0,0.85,1
11790,29.0,R,634.0,2,0,57,2,0,185,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,46.0,1.53,1
35548,30.0,na,,0,0,35,0,0,54,0,0,5,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aquarius,0,0,12.0,0.46,0
40015,19.0,R,561.0,0,0,8,0,0,18,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,7.0,0.23,0
22286,43.0,O,575.0,0,0,0,0,0,172,0,0,20,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,70.0,2.33,1
21646,25.0,O,479.0,1,0,93,1,0,178,0,0,27,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,12.0,0.4,0
43842,31.0,na,621.0,0,0,0,0,0,45,0,0,7,1,1,1,1,0,0,Monthly,0,0,0,0,Gemini,0,0,31.0,1.03,0
15733,22.0,R,,0,0,0,0,0,214,4,0,8,1,0,0,1,0,2,na,0,0,0,0,Gemini,0,0,67.0,2.23,0
33549,28.0,na,526.0,1,0,28,0,0,35,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,15.0,0.5,0
26286,43.0,na,512.0,0,0,0,0,0,95,0,0,21,1,0,0,1,0,0,Monthly,0,0,0,0,Leo,0,1,32.0,1.39,0
50815,26.0,R,542.0,0,0,17,0,0,28,0,0,4,1,0,0,0,1,0,na,0,0,0,0,Cancer,0,0,13.0,0.43,0
56705,27.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,4.0,0.13,0
68483,53.0,na,537.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
19717,40.0,na,583.0,0,0,0,0,0,181,0,0,36,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,61.0,2.03,0
48756,38.0,R,463.0,1,0,1,1,0,5,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,,0.0,0
22863,30.0,na,,0,0,31,0,0,103,0,0,7,1,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,5.0,0.16999999999999998,1
27977,31.0,na,555.0,1,0,5,1,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,3.0,0.5,0
3314,29.0,na,687.0,0,0,73,0,0,244,0,0,3,1,0,0,1,0,0,na,0,0,0,0,Leo,0,0,56.0,1.87,0
33759,45.0,R,466.0,0,0,9,0,0,21,0,0,0,1,1,1,1,0,3,Monthly,0,0,0,0,Sagittarius,0,0,5.0,0.16999999999999998,0
51854,27.0,na,,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Aries,0,0,2.0,0.08999999999999997,1
899,45.0,na,571.0,0,0,0,0,0,75,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,26.0,0.87,0
27396,31.0,na,,0,0,2,0,0,4,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,4.0,0.13,0
32043,29.0,na,499.0,12,0,32,12,0,70,0,0,3,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,1,0,19.0,0.63,0
65887,29.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,,0.0,0
61497,58.0,na,,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,1.0,0.25,0
4731,47.0,na,,1,1,38,1,0,274,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,66.0,2.2,0
9024,40.0,R,538.0,28,0,73,27,0,220,0,0,20,1,1,1,1,0,2,na,0,0,0,0,Virgo,0,0,42.0,1.4,1
53862,41.0,R,507.0,0,0,27,0,0,75,0,0,1,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,17.0,0.71,0
7710,37.0,R,,0,0,0,0,0,118,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,52.0,1.73,0
55502,30.0,na,558.0,1,1,14,1,0,18,0,0,4,1,0,0,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,8.0,0.33,1
9536,28.0,R,516.0,0,0,29,0,0,70,0,0,8,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,16.0,0.7,1
65253,35.0,O,,2,0,11,2,0,10,0,0,4,1,0,0,0,1,0,na,0,0,0,0,Cancer,0,0,4.0,0.24,0
69289,32.0,na,364.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,,0.0,0
26408,28.0,O,550.0,28,1,71,28,0,210,0,0,2,1,0,0,0,1,0,Weekly,0,0,0,0,Libra,1,0,42.0,1.4,1
30276,20.0,na,,0,0,38,0,0,46,0,0,1,1,0,0,0,1,0,Monthly,0,0,0,0,na,0,0,15.0,0.5,1
4663,32.0,R,695.0,0,0,0,0,0,263,1,0,50,1,1,1,1,0,0,Bi-Weekly,0,1,1,0,Capricorn,0,0,62.0,2.07,0
19887,36.0,na,,0,0,0,0,0,144,0,0,8,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,44.0,1.47,0
16297,27.0,na,472.0,2,0,6,2,0,3,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,3.0,0.1,1
45696,49.0,R,486.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,,0.0,0
10827,24.0,R,539.0,6,0,96,6,0,234,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Leo,0,0,50.0,1.67,1
15292,26.0,na,619.0,0,0,36,0,0,188,0,0,14,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,57.0,1.9,1
52857,23.0,R,509.0,0,0,6,0,0,6,0,0,3,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,3.0,0.33,0
68947,40.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Semi-Monthly,0,0,0,0,Capricorn,0,0,,0.0,0
31435,23.0,R,479.0,2,0,33,2,0,76,0,0,2,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Cancer,1,0,30.0,1.0,0
66805,26.0,R,526.0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Capricorn,0,0,2.0,2.0,1
45016,32.0,R,,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,,0.0,0
56350,37.0,na,514.0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,Monthly,0,1,0,0,Virgo,0,0,2.0,0.25,0
32516,31.0,R,520.0,0,0,0,0,0,134,0,0,5,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,46.0,1.53,0
64830,31.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,,0.0,0
35657,24.0,R,554.0,0,0,15,0,0,58,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,24.0,0.8,1
68654,33.0,na,567.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
42165,28.0,R,632.0,0,0,21,0,0,40,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,15.0,0.71,0
4,35.0,R,566.0,15,0,73,15,0,199,0,0,8,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,49.0,1.63,0
33543,40.0,R,494.0,0,0,0,0,0,157,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,46.0,1.53,0
13790,27.0,na,,0,0,13,0,0,17,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,16.0,0.53,0
31575,47.0,R,,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,1,0,2.0,0.06999999999999999,0
66175,40.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,,0.0,0
66925,23.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,na,0,0,,0.0,0
61686,22.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,,0.0,0
58499,25.0,na,,0,0,18,0,0,49,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Leo,0,0,14.0,0.47,0
42015,33.0,R,515.0,17,0,91,17,0,231,0,0,18,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,57.0,1.9,1
58269,22.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,,0.0,0
10133,37.0,na,587.0,0,0,0,0,1,60,0,0,7,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,28.0,0.93,0
12981,25.0,na,510.0,8,3,45,8,0,159,0,0,12,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,36.0,1.2,0
22911,38.0,O,481.0,21,6,67,20,0,140,0,0,16,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,44.0,1.47,0
59142,26.0,na,,0,0,7,0,0,10,0,0,1,1,1,1,1,0,0,Monthly,0,0,0,0,Taurus,0,0,3.0,0.0,0
13475,34.0,R,,2,0,21,2,0,53,0,0,6,1,0,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,14.0,0.47,1
45800,43.0,na,,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,na,0,0,,0.0,0
58361,28.0,R,523.0,3,0,39,3,0,89,0,0,3,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,26.0,0.87,0
66669,46.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,,0.0,0
57215,32.0,na,554.0,1,0,18,1,0,50,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,9.0,0.43,1
1329,41.0,na,,0,0,1,0,0,16,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.0,0.11,0
63916,25.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,,0.0,0
62811,26.0,na,555.0,0,0,2,0,0,5,0,0,0,1,0,0,0,1,3,Monthly,0,0,0,0,Virgo,0,0,6.0,0.2,0
64877,25.0,na,,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.22000000000000008,0
31374,29.0,R,508.0,0,0,59,0,0,114,0,0,0,1,1,1,0,1,2,Weekly,0,0,0,0,Cancer,0,0,26.0,1.0,0
66121,28.0,na,599.0,0,0,20,0,0,20,0,0,3,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Gemini,0,0,12.0,0.4,0
41705,23.0,na,,0,0,0,0,0,19,0,0,4,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Aries,1,1,12.0,0.4,0
43429,60.0,R,522.0,42,0,56,42,0,225,0,0,140,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,47.0,1.5699999999999998,1
11270,37.0,na,627.0,0,0,5,0,0,158,0,0,7,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,65.0,2.17,0
52326,30.0,R,432.0,2,0,7,2,0,10,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,2.0,0.06999999999999999,1
12170,21.0,R,668.0,0,0,0,0,1,225,3,0,19,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,56.0,1.87,1
8955,20.0,O,659.0,1,1,26,1,0,30,0,0,8,1,0,0,1,0,2,Semi-Monthly,0,0,1,0,Scorpio,1,0,14.0,0.47,1
26929,37.0,na,567.0,0,0,14,0,0,25,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,13.0,0.43,1
50114,21.0,na,662.0,0,0,76,0,0,125,0,0,7,1,0,0,1,0,0,Monthly,0,0,0,0,Gemini,0,0,31.0,1.03,0
43028,25.0,R,630.0,13,2,16,12,0,63,0,0,20,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,31.0,1.03,1
15138,37.0,R,623.0,0,0,0,0,0,251,0,0,14,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,55.0,1.83,0
6525,44.0,na,457.0,0,0,55,0,0,131,0,0,21,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aries,1,0,42.0,1.4,1
50650,33.0,na,547.0,1,0,48,1,0,192,0,0,12,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,46.0,1.53,0
137,35.0,R,540.0,1,0,159,1,0,299,0,0,1,1,1,1,1,0,0,Weekly,0,0,1,0,na,1,0,61.0,2.03,1
46857,26.0,R,503.0,11,2,23,11,0,69,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,19.0,0.63,1
58866,42.0,R,520.0,0,0,10,0,0,39,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,6.0,0.2,0
49633,39.0,R,452.0,0,0,0,0,0,30,0,0,9,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,na,0,0,37.0,1.23,1
21822,51.0,na,,0,0,0,0,1,11,0,0,1,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,10.0,0.33,0
39192,20.0,O,652.0,0,0,85,0,0,182,0,0,23,1,1,1,0,1,4,na,0,0,0,0,Libra,0,0,32.0,1.0699999999999998,0
64169,37.0,na,517.0,0,0,0,0,0,10,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,4.0,0.13,1
28290,35.0,na,519.0,45,0,38,45,0,194,0,0,2,1,0,0,1,0,0,na,0,0,0,0,Libra,1,0,45.0,1.5,0
44713,22.0,O,556.0,0,0,0,0,0,40,0,0,6,1,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,20.0,0.67,0
44213,25.0,R,509.0,3,1,75,3,0,129,0,0,8,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,Aquarius,0,0,30.0,1.0,1
9909,23.0,R,499.0,0,0,75,0,0,219,0,0,8,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,48.0,1.6,1
55151,30.0,R,578.0,5,4,16,5,0,64,0,0,25,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,12.0,0.6,1
50563,29.0,na,478.0,0,0,3,0,0,74,0,0,5,1,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,35.0,1.17,1
28662,37.0,na,565.0,1,0,91,1,0,173,0,0,5,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,49.0,1.63,0
57494,19.0,na,,3,1,9,3,0,6,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.0,0.33,0
68204,24.0,na,489.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Virgo,1,0,2.0,0.06999999999999999,0
23252,57.0,na,548.0,2,1,9,2,0,5,0,0,0,1,1,1,1,0,0,Weekly,0,0,1,0,Cancer,0,0,4.0,0.13,1
36376,21.0,na,564.0,0,0,5,0,0,4,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.0,0.03,0
28827,25.0,na,489.0,0,0,3,0,0,3,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.0,0.14,0
60168,23.0,R,,0,0,5,0,0,4,0,0,1,1,0,0,1,0,0,na,0,0,0,0,Scorpio,0,0,4.0,0.13,0
67621,36.0,na,,0,0,0,0,2,23,0,0,2,1,1,1,1,0,2,Weekly,0,0,0,0,Cancer,0,0,21.0,0.7,0
42142,23.0,na,434.0,0,0,67,0,0,207,0,0,17,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,55.0,1.83,1
33058,29.0,R,559.0,0,0,0,0,0,209,0,0,4,1,1,1,0,1,2,Semi-Monthly,0,0,0,0,Aries,0,0,57.0,1.9,0
62008,22.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
42521,37.0,na,468.0,0,0,23,0,0,90,0,0,1,1,0,0,0,1,2,Weekly,0,0,0,0,Aries,0,0,29.0,0.97,0
63560,35.0,na,653.0,0,0,23,0,0,45,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,16.0,0.89,0
67865,39.0,na,572.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,na,0,0,,0.0,0
544,28.0,na,473.0,0,0,54,0,0,116,0,0,9,1,0,0,0,1,2,Weekly,0,0,0,0,Aquarius,0,0,30.0,1.0,1
4336,18.0,R,,0,0,23,0,0,99,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Capricorn,0,0,32.0,1.0699999999999998,0
46241,30.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,5.0,0.16999999999999998,0
30980,32.0,na,437.0,0,0,17,0,0,30,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Leo,1,0,15.0,0.5,0
41195,31.0,na,527.0,0,0,16,0,0,11,0,0,0,1,0,0,1,1,3,Bi-Weekly,0,0,0,0,Aries,1,0,11.0,0.37,0
33118,46.0,na,,1,1,17,1,0,60,0,0,8,1,0,0,1,0,0,Monthly,1,0,0,0,Taurus,0,1,14.0,0.47,0
40703,20.0,na,,0,0,0,0,0,95,0,0,0,1,0,0,0,1,0,Weekly,0,0,1,0,Scorpio,0,0,22.0,1.38,0
31003,31.0,na,,5,1,26,5,0,237,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,56.0,1.87,1
59223,40.0,na,522.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Leo,0,0,,0.0,0
45105,32.0,R,658.0,1,0,6,1,0,195,0,0,17,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,62.0,2.07,0
15174,23.0,R,476.0,38,2,37,37,0,198,0,0,35,1,1,1,0,1,5,Weekly,0,0,0,0,Aquarius,1,0,36.0,1.2,1
66983,36.0,na,639.0,0,0,2,0,0,5,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.0,0.0,0
25746,41.0,na,,0,0,8,0,0,16,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,4.0,2.0,0
28785,26.0,na,,0,0,17,0,0,26,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,15.0,0.5,0
25451,38.0,R,560.0,28,9,48,28,0,168,0,0,19,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,45.0,1.5,1
27481,42.0,O,644.0,62,6,79,60,0,305,0,0,17,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Cancer,0,0,67.0,2.23,0
30842,25.0,R,555.0,0,0,17,0,0,57,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,28.0,0.93,1
64973,78.0,na,682.0,0,0,0,0,0,11,0,0,3,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,1,0,4.0,0.13,1
12789,53.0,na,,4,1,50,4,0,245,0,0,49,1,0,0,1,0,0,na,0,0,0,0,Libra,0,0,57.0,1.9,0
32681,35.0,O,621.0,13,4,63,13,0,144,0,0,20,1,1,1,1,0,0,Weekly,0,0,0,0,Virgo,1,1,31.0,1.03,1
42800,23.0,na,479.0,0,0,0,0,0,10,0,0,2,1,0,0,1,1,2,Weekly,0,0,0,0,Taurus,0,0,4.0,0.13,0
64776,39.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,Virgo,0,0,,0.0,0
34461,28.0,R,,0,0,0,0,0,7,0,0,0,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Cancer,0,0,17.0,0.5700000000000001,0
59865,29.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Monthly,0,0,0,0,Pisces,0,0,,0.0,0
52648,40.0,na,562.0,0,0,7,0,0,7,0,0,0,1,1,1,1,0,3,Monthly,0,0,0,0,Taurus,1,0,2.0,0.06999999999999999,0
12134,27.0,R,526.0,0,0,32,0,0,65,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,13.0,0.43,0
63192,27.0,na,,0,0,0,0,0,30,0,0,2,1,1,1,1,0,0,Monthly,0,0,0,0,Gemini,1,0,16.0,0.53,0
64098,28.0,R,545.0,0,0,0,0,0,7,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,6.0,0.2,0
23396,42.0,R,528.0,7,1,74,7,0,240,0,0,11,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,48.0,1.6,0
34542,21.0,O,580.0,0,0,11,0,0,27,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Aries,0,0,27.0,0.9,0
63901,34.0,na,,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,1
12912,55.0,R,606.0,1,0,66,1,0,181,0,0,5,1,0,0,1,0,0,Monthly,0,0,0,0,Scorpio,1,0,43.0,1.4300000000000002,0
36419,33.0,R,501.0,0,0,0,0,0,146,0,0,10,1,0,0,1,0,0,na,0,0,0,0,Scorpio,0,0,14.0,0.47,0
26139,26.0,na,465.0,0,0,0,0,0,77,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,19.0,0.63,0
32896,21.0,R,604.0,0,0,17,0,1,222,0,0,16,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,58.0,1.93,0
63700,41.0,na,563.0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,1,0,Sagittarius,0,0,5.0,0.5,0
52,22.0,R,655.0,12,0,62,11,0,260,0,0,23,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,65.0,2.17,1
57806,33.0,na,511.0,0,0,2,0,0,12,0,0,1,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,na,0,0,1.0,0.03,1
39218,58.0,na,,0,0,51,0,0,194,0,0,2,1,1,1,1,0,0,na,0,0,0,0,Libra,0,0,55.0,1.83,0
10324,33.0,R,600.0,5,1,120,5,0,240,0,0,32,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,55.0,1.83,1
45230,32.0,R,500.0,0,0,0,0,0,177,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,1,0,53.0,1.77,0
34616,34.0,na,524.0,0,0,0,0,0,140,0,0,3,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,64.0,2.13,0
57638,40.0,R,,0,0,10,0,0,20,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,8.0,0.3,1
5331,32.0,na,550.0,5,0,144,5,0,222,0,0,14,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,39.0,1.3,1
3362,22.0,O,566.0,0,0,92,0,0,232,0,0,14,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,67.0,2.23,0
4300,78.0,na,482.0,0,0,38,0,0,84,0,0,11,1,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,16.0,0.53,1
21732,27.0,O,529.0,0,0,0,0,1,159,0,0,12,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,57.0,1.9,0
8785,45.0,R,533.0,44,2,53,44,0,216,0,0,36,1,0,0,0,1,2,Weekly,0,0,0,0,Pisces,0,0,43.0,1.4300000000000002,1
66868,26.0,R,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,,0.0,0
13489,48.0,na,,0,0,12,0,0,22,0,0,2,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
47400,23.0,R,472.0,4,0,4,4,0,35,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,11.0,0.37,0
63618,23.0,na,,0,0,5,0,0,11,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Gemini,0,0,4.0,0.8,0
44844,22.0,R,608.0,1,0,24,1,0,260,0,0,6,1,1,1,0,1,0,na,0,0,0,0,Libra,0,0,63.0,2.1,0
28962,28.0,R,534.0,0,0,0,0,0,103,0,0,3,1,1,1,0,1,2,na,0,0,0,0,Libra,0,1,44.0,1.47,0
25943,29.0,R,491.0,0,0,0,0,0,187,0,0,8,1,1,1,1,1,2,na,0,0,0,0,Gemini,0,0,64.0,2.13,0
44225,37.0,R,543.0,6,1,58,6,0,183,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,39.0,1.3,1
18661,24.0,R,555.0,0,0,18,0,0,57,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,24.0,0.8,0
13155,27.0,R,506.0,0,0,41,0,0,75,0,0,3,1,1,1,1,0,3,Weekly,0,0,0,0,na,1,0,21.0,0.7,1
